"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","PkPos","PkSpins","PkBllt","PkAud"
25,"+1","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",2584,78,698,-56,17.426,-0.022,20,25,2584,864,17.448
26,"-1","LADY GAGA Born This Way",2545,13,-157,63,13.267,0.003,22,19,3651,0,20.436
27,"=","NICKI MINAJ Super Bass",2525,69,690,-34,13.715,0.317,22,27,2525,834,13.715
28,"+1","RIHANNA California King Bed",1752,56,445,-40,8.788,0.078,17,28,1752,616,8.788
29,"-1","CHRIS BROWN Look At Me Now",1706,-33,-119,-19,11.485,-0.547,22,28,1861,229,12.746
30,"+1","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",1658,45,192,0,7.497,0.191,22,30,1658,525,7.497
31,"-1","SHONTELLE Say Hello To Goodbye",1656,3,111,-27,5.046,0.009,22,29,1656,142,5.155
32,"+1","MAROON 5 Never Gonna Leave This Bed",1432,25,119,0,5.161,0.154,22,32,1432,312,5.161
33,"-1","AVRIL LAVIGNE What The Hell",1414,-60,-332,-30,7.127,-0.13,22,24,2903,0,13.876
34,"=","DR. DRE I Need A Doctor f/Eminem",1069,-12,-351,99,8.595,0.089,22,20,3521,0,21.933
35,"+1","THE BAND PERRY If I Die Young",1067,56,301,15,4.049,0.213,22,35,1067,301,4.049
36,"-1","THE READY SET Young Forever",1034,10,46,19,2.59,0.033,22,35,1034,107,2.59
37,"+2","NICOLE SCHERZINGER Right There",1013,75,599,14,7.261,0.294,6,37,1013,599,7.261
38,"=","NEON TREES Your Surrender",958,-1,22,-20,2.191,0.01,22,37,959,173,2.192
39,"-2","MIKE POSNER F/LIL WAYNE Bow Chicka Wow W...",924,-76,-838,57,4.297,-0.424,22,21,3233,127,13.744
40,"+2","KATY PERRY Last Friday Night (T.G.I.F.)",881,122,505,70,6.888,0.671,5,40,881,505,6.888
41,"-1","NICKI MINAJ Moment 4 Life f/Drake",828,-9,-170,54,6.332,-0.014,22,29,2036,0,13.564
42,"-1","BRITNEY SPEARS Hold It Against Me",811,-11,-262,23,5.015,-0.081,22,37,1171,58,8.927
43,"=","T-PAIN Best Love Song f/Chris Brown",749,23,79,7,3.064,0.089,20,43,749,151,3.064
44,"+1","STEVEN TYLER (It) Feels So Good",728,22,99,-23,3.111,0.094,11,44,728,326,3.111
45,"+1","CHRIS BROWN She Ain't You",688,29,112,21,5.141,0.147,11,45,688,201,5.141
46,"-2","MY CHEMICAL ROMANCE Sing",668,-46,-330,6,3.561,-0.215,22,29,2009,0,7.995
47,"+1","AVRIL LAVIGNE Smile",563,19,156,-18,1.439,0.035,4,47,563,226,1.439
48,"-1","BIG TIME RUSH Boyfriend",494,-68,-944,102,1.991,-0.167,22,30,1912,197,7.455
49,"=","TRAIN Save Me San Francisco",491,-7,36,-23,1.867,-0.048,4,49,498,92,1.915
50,"=","CEE LO GREEN Bright Lights Bigger City",478,26,97,23,1.7,0.043,3,50,478,97,1.7
